trade_name;substance_name;ean_code
Alutard SQ;Wyciągi alergenowe jadów owadów błonoskrzydłych (osy i pszczoły);05909990359530
Spasmolina;Alverini citras;05909990456314
Vitaminum E Synteza;int-rac-alfa-Tocopherylis acetas;05909990836116
Fraxodi;Nadroparinum calcicum;05909990836918
Fraxodi;Nadroparinum calcicum;05909990836925
Fraxodi;Nadroparinum calcicum;05909990836932
Fraxodi;Nadroparinum calcicum;05909990837014
Fraxodi;Nadroparinum calcicum;05909990837021
Fraxodi;Nadroparinum calcicum;05909990837038
Fraxodi;Nadroparinum calcicum;05909990837113
Fraxodi;Nadroparinum calcicum;05909990837120
Fraxodi;Nadroparinum calcicum;05909990837137
Polgentec;Sodium pertechnetate 99mTC injection;05909990179114
Urotrim;Trimethoprimum;05909990837311
Urotrim;Trimethoprimum;05909990837328
Urotrim;Trimethoprimum;05909990837335
Urotrim;Trimethoprimum;05909990837342
Urotrim;Trimethoprimum;05907529466216
Urotrim;Trimethoprimum;05909990837427
Urotrim;Trimethoprimum;05909990837410
Urotrim;Trimethoprimum;05909990837441
Urotrim;Trimethoprimum;05909990837434
Dalfaz Uno;Alfuzosini hydrochloridum;05909990837816
Dalfaz Uno;Alfuzosini hydrochloridum;05909990837823
Vitaminum E Medana;int-rac-alfa-Tocopherylis acetas ;05909990838219
Vitaminum E Medana;int-rac-alfa-Tocopherylis acetas ;05903060630826
Loratan;Loratadinum;05909990839018
Lyrica;Pregabalinum;05909990009381
Lyrica;Pregabalinum;05909990009398
Lyrica;Pregabalinum;05909990009404
Bactroban;Mupirocinum;05909990839711
Bactroban;Mupirocinum;05909990839728
Heviran;Aciclovirum;05909990840014
Heviran;Aciclovirum;05909990840113
Cefuroxim-MIP 1500 mg;Cefuroximum;05909990071821
Cefuroxim-MIP 1500 mg;Cefuroximum;05909990071838
Heviran;Aciclovirum;05909990840212
Heviran;Aciclovirum;05909990840229
Euvax B;Vaccinum hepatitidis B (ADNr) Szczepionka przeciw wirusowemu zapaleniu wątroby typu B (rDNA);05909990840519
Euvax B;Vaccinum hepatitidis B (ADNr) Szczepionka przeciw wirusowemu zapaleniu wątroby typu B (rDNA);05909990840526
Euvax B;Vaccinum hepatitidis B (ADNr) Szczepionka przeciw wirusowemu zapaleniu wątroby typu B (rDNA);05909990610372
Triacyt MR;Trimetazidini dihydrochloridum;05909991056933
Triacyt MR;Trimetazidini dihydrochloridum;05909991056940
Triacyt MR;Trimetazidini dihydrochloridum;05909991056957
Triacyt MR;Trimetazidini dihydrochloridum;05909991056964
Solian;Amisulpridum;05909990840816
Solian;Amisulpridum;05909990840915
Solian;Amisulpridum;05909990840922
Solian;Amisulpridum;05909990841011
Tarfazolin;Cefazolinum;05909990841417
Plofed 1%;Propofolum;05909990841516
Plofed 1%;Propofolum;05909990841523
Edronax;Reboxetinum;05909990841622
Edronax;Reboxetinum;05909990841615
Edronax;Reboxetinum;05415062129678
Edronax;Reboxetinum;05415062129685
Differin;Adapalenum;05909990842513
Differin;Adapalenum;05909990779758
Gynoxin Optima;Fenticonazoli nitras;05909990843213
Gynoxin Optima;Fenticonazoli nitras;05391519922033
Gynoxin Uno;Fenticonazoli nitras;05909990843312
GYNOXIN OPTIMA;Fenticonazoli nitras;05909990843411
Ultrapiryna Forte;Acidum acetylsalicylicum;05909990843626
Ultrapiryna Forte;Acidum acetylsalicylicum;05909990843619
Ultrapiryna Forte;Acidum acetylsalicylicum;05909990843633
Ultrapiryna Forte;Acidum acetylsalicylicum;05909990843640
Ultrapiryna Forte;Acidum acetylsalicylicum;05909990843657
Ultrapiryna Forte;Acidum acetylsalicylicum;05909990913602
Vitaminum A + E Medana;Retinoli palmitas + Tocopheroli acetas;05909990843718
Vitaminum A + E Medana;Retinoli palmitas + Tocopheroli acetas;05909990843725
Vitaminum A + E Medana;Retinoli palmitas + Tocopheroli acetas;05903060631441
Vitaminum A + E Medana;Retinoli palmitas + Tocopheroli acetas;05903060631458
Sudafed;Pseudoephedrini hydrochloridum;05909990843817
Seractil;Dexibuprofenum;05909990844111
Seractil;Dexibuprofenum;05909990844128
Seractil;Dexibuprofenum;05909990844135
Seractil;Dexibuprofenum;05909990844142
Seractil;Dexibuprofenum;05909990844159
Seractil;Dexibuprofenum;05909990844333
Seractil;Dexibuprofenum;05909990844319
Seractil;Dexibuprofenum;05909990844326
Mucofalk O;Plantaginis ovatae testa;05909990844517
Mucofalk O;Plantaginis ovatae testa;05909990844524
Grypostop;Paracetamolum + Pseudoephedrini hydrochloridum + Dextromethorphani hydrobromidum;05909990845910
Grypostop;Paracetamolum + Pseudoephedrini hydrochloridum + Dextromethorphani hydrobromidum;05909990845927
Gripex Hot Zatoki;Paracetamolum + Pseudoephedrini hydrochloridum + Dextromethorphani hydrobromidum + Chlorphenamini maleas;05909990846016
Gripex Hot Zatoki;Paracetamolum + Pseudoephedrini hydrochloridum + Dextromethorphani hydrobromidum + Chlorphenamini maleas;05902768919080
Gripex Hot Zatoki;Paracetamolum + Pseudoephedrini hydrochloridum + Dextromethorphani hydrobromidum + Chlorphenamini maleas;05902768919004
Gripex Hot Zatoki;Paracetamolum + Pseudoephedrini hydrochloridum + Dextromethorphani hydrobromidum + Chlorphenamini maleas;05907377139232
Sumamed;Azithromycinum;05909990846214
Pronoran;Piribedilum;05909990846313
Pronoran;Piribedilum;05909990846320
Zocor 80;Simvastatinum;05909990846610
Zocor 80;Simvastatinum;05909990846627
Fervex Junior;Paracetamolum + Acidum ascorbicum + Pheniramini maleas;05909990847310
Fervex Junior;Paracetamolum + Acidum ascorbicum + Pheniramini maleas;05909991275907
Rolicyn;Roxithromycinum;05909990847815
Rolicyn;Roxithromycinum;05909990847914
Tiapridal;Tiapridum;05909990848119
Tiapridal;Tiapridum;05909990848126
Zomiren;Alprazolamum;05909990849314
Zomiren;Alprazolamum;05909990849413
Zomiren;Alprazolamum;05909990849512
Luivac;Produkt immunostymulujący ;05909997010588
Luivac;Produkt immunostymulujący ;05909997010595
Omegaven;Produkt złożony;05909990850914
Omegaven;Produkt złożony;05909990850921
Fervex bez cukru;Paracetamolum + Acidum ascorbicum + Pheniramini maleas;05909990851010
Allertec Kids;Cetirizini dihydrochloridum;05909990851119
Allertec Kids;Cetirizini dihydrochloridum;05903060626362
Magne-Balans Plus;Magnesii hydrogenoaspartas + Kalii hydrogenoaspartas;05909990851218
Magne-Balans Plus;Magnesii hydrogenoaspartas + Kalii hydrogenoaspartas;05909990851225
Magne-Balans Plus;Magnesii hydrogenoaspartas + Kalii hydrogenoaspartas;05909990851232
Magne-Balans Plus;Magnesii hydrogenoaspartas + Kalii hydrogenoaspartas;05909990851249
Flixotide;Fluticasoni propionas;05909990851317
Flixotide;Fluticasoni propionas;05909990851416
Flixotide;Fluticasoni propionas;05909990851423
Flixotide;Fluticasoni propionas;05909990851515
Flixotide;Fluticasoni propionas;05909990851522
Laboratoria PolfaŁódź Przeziębienie i Grypa;Acidum acetylsalicylicum + Acidum ascorbicum + Calcium;05909990854110
Laboratoria PolfaŁódź Przeziębienie i Grypa;Acidum acetylsalicylicum + Acidum ascorbicum + Calcium;05909990854127
Laboratoria PolfaŁódź Przeziębienie i Grypa;Acidum acetylsalicylicum + Acidum ascorbicum + Calcium;05909990854134
Laboratoria PolfaŁódź Przeziębienie i Grypa;Acidum acetylsalicylicum + Acidum ascorbicum + Calcium;05909990854141
Laboratoria PolfaŁódź Przeziębienie i Grypa;Acidum acetylsalicylicum + Acidum ascorbicum + Calcium;05909990651962
Doxanorm;Doxazosinum;05909990854318
Doxanorm;Doxazosinum;05909990854417
Doxanorm;Doxazosinum;05909990854516
Tractocile;Atosibanum;05909990854615
Tractocile;Atosibanum;05909990854714
Gensulin R;Insulinum humanum;05909990852017
Gensulin R;Insulinum humanum;05909990852116
Gensulin R;Insulinum humanum;05909990958603
Gensulin N;Insulinum humanum;05909990852413
Gensulin N;Insulinum humanum;05909990958597
Gensulin M30 (30/70);Insulinum humanum;05909990853014
Gensulin M30 (30/70);Insulinum humanum;05909990853113
Gensulin M30 (30/70);Insulinum humanum;05909990958566
Spamilan;Buspironi hydrochloridum;05909990073603
Gensulin M40 (40/60);Insulinum humanum;05909990853311
Gensulin M40 (40/60);Insulinum humanum;05909990958573
Lyrica;Pregabalinum;05909990009442
Lyrica;Pregabalinum;05909990009459
Lyrica;Pregabalinum;05909990009466
Gensulin M50 (50/50);Insulinum humanum;05909990853519
Gensulin M50 (50/50);Insulinum humanum;05909990958580
Debridat;Trimebutini maleas;05909990854813
Vitaminum A Hasco;Retinoli palmitas;05909990854905
Vitaminum A Hasco;Retinoli palmitas;05909990854912
Vitaminum A Hasco;Retinoli palmitas;05909990854929
Paracetamol Filofarm;Paracetamolum;05909990855117
Paracetamol Filofarm;Paracetamolum;05909990855124
Paracetamol Filofarm;Paracetamolum;05909990855131
Paracetamol Filofarm;Paracetamolum;05909990991020
Paracetamol Filofarm;Paracetamolum;05903270612339
Paracetamol Filofarm;Paracetamolum;05903270612322
Paracetamol Filofarm;Paracetamolum;05903270612346
Paracetamol Filofarm;Paracetamolum;05903270612315
Solvertyl;Ranitidinum;05909990855216
Pentasa;Mesalazinum;05909990855315
Rifen 100 mg/ml roztwór do wstrzykiwań dla koni, bydła i świń;Ketoprofenum;5909991025298
Rifen 100 mg/ml roztwór do wstrzykiwań dla koni, bydła i świń;Ketoprofenum;5909991025304
Rifen 100 mg/ml roztwór do wstrzykiwań dla koni, bydła i świń;Ketoprofenum;5909991025335
Rifen 100 mg/ml roztwór do wstrzykiwań dla koni, bydła i świń;Ketoprofenum;5909991025342
Herceptin;Trastuzumabum;05909990855919
Sapoven T;Hippocastani seminis extractum siccum normatum + Troxerutinum;05909990856213
Sapoven T;Hippocastani seminis extractum siccum normatum + Troxerutinum;05909990856220
Sapoven T;Hippocastani seminis extractum siccum normatum + Troxerutinum;05909990856237
Venescin;Hippocastani seminis extractum spissum + Troxerutinum;05909990856916
Troxerutin CHEMA;Troxerutinum;05909990857210
Perazin 25 mg;Perazinum;05909990858415
Perazin 25 mg;Perazinum;05909990914838
Perazin 25 mg;Perazinum;05904055003274
Perazin 100 mg;Perazinum;05909990858514
Concor Cor 1,25;Bisoprololi fumaras;05909990858910
Concor Cor 1,25;Bisoprololi fumaras;05909990858927
Concor Cor 1,25;Bisoprololi fumaras;05909990858934
Concor Cor 2,5;Bisoprololi fumaras;05909990859016
Concor Cor 2,5;Bisoprololi fumaras;05909990859023
Concor Cor 2,5;Bisoprololi fumaras;05909990859030
Concor Cor 3,75;Bisoprololi fumaras;05909990859115
Concor Cor 3,75;Bisoprololi fumaras;05909990859122
Concor Cor 3,75;Bisoprololi fumaras;05909990859139
Concor Cor 5;Bisoprololi fumaras;05909990859221
Concor Cor 5;Bisoprololi fumaras;05909990859238
Concor Cor 5;Bisoprololi fumaras;05909990859214
Concor Cor 7,5;Bisoprololi fumaras;05909990859313
Concor Cor 7,5;Bisoprololi fumaras;05909990859320
Concor Cor 7,5;Bisoprololi fumaras;05909990859337
Concor Cor 10;Bisoprololi fumaras;05909990859412
Concor Cor 10;Bisoprololi fumaras;05909990859429
Concor Cor 10;Bisoprololi fumaras;05909990859436
Fluconazole Polfarmex;Fluconazolum;05909990859511
Fluconazole Polfarmex;Fluconazolum;05909990859528
Fluconazole Polfarmex;Fluconazolum;05909990859610
Fluconazole Polfarmex;Fluconazolum;05909990859627
Fluconazole Polfarmex;Fluconazolum;05909990859634
Fluconazole Polfarmex;Fluconazolum;05909990859641
Fluconazole Polfarmex;Fluconazolum;05909990859658
Fluconazole Polfarmex;Fluconazolum;05909990859665
Fluconazole Polfarmex;Fluconazolum;05909990859672
Fluconazole Polfarmex;Fluconazolum;05909990859689
Fluconazole Polfarmex;Fluconazolum;05909990859696
Atropinum sulfuricum WZF;Atropini sulfas;05909990860012
Atropinum sulfuricum WZF;Atropini sulfas;05909990860111
Topamax;Topiramatum;05909990861613
Tokovit E 400;Tocopherolum;05909990862115
Tokovit E 400;Tocopherolum;05909990862122
Tokovit E 400;Tocopherolum;05909990862139
Indapen;Indapamidum;05909990863020
Indapen;Indapamidum;05909990863037
Indapen;Indapamidum;05909990863044
Indapen;Indapamidum;05909990863013
Metazydyna;Trimetazidini dihydrochloridum;05909990861330
Metazydyna;Trimetazidini dihydrochloridum;05909990861316
Metazydyna;Trimetazidini dihydrochloridum;05909990861323
Benfogamma;Benfothiaminum;05909990861415
Benfogamma;Benfothiaminum;05909990861422
Viramune;Nevirapinum;05909990861712
Viramune;Nevirapinum;05909991508623
Viramune;Nevirapinum;05909991513085
Tokovit E 100;Tocopherolum;05909990861910
Tokovit E 100;Tocopherolum;05909990861927
Tokovit E 100;Tocopherolum;05909990861934
Tokovit E 200;Tocopherolum;05909990862023
Tokovit E 200;Tocopherolum;05909990862030
Tokovit E 200;Tocopherolum;05909990862016
Reumaphyt;Harpagophyti radicis extractum siccum;05909990862818
Reumaphyt;Harpagophyti radicis extractum siccum;05909990862825
Reumaphyt;Harpagophyti radicis extractum siccum;05909990862832
Integrilin;Eptifibatidum;05909990864218
Integrilin;Eptifibatidum;05901878600093
Integrilin;Eptifibatidum;05909990864317
Integrilin;Eptifibatidum;05901878600666
Salazopyrin EN;Sulfasalazinum;05909990864416
Salazopyrin EN;Sulfasalazinum;05909990864423
Alphagan;Brimonidini tartras;05909990865017
Alphagan;Brimonidini tartras;05909990865024
Alphagan;Brimonidini tartras;05909990865031
Dermopanten;Dexpanthenolum;05909990865215
NO-SPA forte;Drotaverini hydrochloridum;05909990865314
NO-SPA forte;Drotaverini hydrochloridum;05909990865321
NO-SPA forte;Drotaverini hydrochloridum;05909991187040
NO-SPA forte;Drotaverini hydrochloridum;05902502992898
Galpent;Pentaerythrityli tetranitras;05909990866014
Alimta;Pemetrexedum;05909990009664
Clobederm;Clobetasoli propionas;05909990867714
Clobederm;Clobetasoli propionas;05909990867813
Acix 500;Aciclovirum;05909990868117
Duphaston;Dydrogesteronum;05909990868513
Carzap HCT;Candesartanum cilexetili + Hydrochlorothiazidum;05909990957156
Carzap HCT;Candesartanum cilexetili + Hydrochlorothiazidum;05909990957163
Carzap HCT;Candesartanum cilexetili + Hydrochlorothiazidum;05909990957170
Carzap HCT;Candesartanum cilexetili + Hydrochlorothiazidum;05909990957187
Carzap HCT;Candesartanum cilexetili + Hydrochlorothiazidum;05909990957194
Carzap HCT;Candesartanum cilexetili + Hydrochlorothiazidum;05909990957200
Carzap HCT;Candesartanum cilexetili + Hydrochlorothiazidum;05909990957217
Carzap HCT;Candesartanum cilexetili + Hydrochlorothiazidum;05909990957224
Lipancrea 8000;Pancreatinum;05909990869015
Lipancrea 8000;Pancreatinum;05909990869022
Lipancrea 8000;Pancreatinum;05909990869039
Lipancrea 8000;Pancreatinum;05909990869046
Lipancrea 8000;Pancreatinum;05909990869053
Lipancrea 8000;Pancreatinum;05909990869060
Lipancrea 8000;Pancreatinum;05909990841370
Lipancrea 8000;Pancreatinum;05903060634213
Lipancrea 8000;Pancreatinum;05903060634220
Azopt;Brinzolamidum;05909990869114
Azopt;Brinzolamidum;05909990869121
Azopt;Brinzolamidum;05909990869138
Hascovir pro;Aciclovirum;05909990869213
NeoRecormon;Epoetinum beta;05909990869411
NeoRecormon;Epoetinum beta;05909990869428
NeoRecormon;Epoetinum beta;05909990869510
NeoRecormon;Epoetinum beta;05909990869527
Letizen;Cetirizini dihydrochloridum;05909990869718
Letizen;Cetirizini dihydrochloridum;05909990869725
Lanzul S;Lansoprazolum;05909990869817
Lanzul S;Lansoprazolum;05909990649082
Eziclen;Natrii sulfas anhydricus + Magnesii sulfas heptahydricus + Kalii sulfas;05909991058340
Metajodobenzyloguanidyna- 123 I (MIBG-123 I);Iobenguani (123I) solutio iniectabilis;05909990871018
Metajodobenzyloguanidyna 131 I (MIBG- 131 I) do terapii;Iobenguani (131 I) solutio iniectabilis ad usum therapeuticum;05909990871117
Hederasal;Hederae helicis folii extractum siccum;05909990833221
Hederasal;Hederae helicis folii extractum siccum;05909990833214
Imigran;Sumatriptanum;05909990491612
Bupivacaine WZF Spinal 0,5% Heavy;Bupivacaini hydrochloridum;05909990634491
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771554
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771561
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771578
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771585
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771608
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771639
Exforge HCT;Amlodipinum + Valsartanum + Hydrochlorothiazidum ;05909990771592
Lucetam;Piracetamum;05909990872817
Lucetam;Piracetamum;05909990872916
Lucetam;Piracetamum;05909990872923
Olazax Disperzi;Olanzapinum;05909990782253
Rigevidon;Ethinylestradiolum + Levonorgestrelum;05909990873319
Memotropil;Piracetamum;05909990873654
Memotropil;Piracetamum;05909990873661
Memotropil;Piracetamum;05909990873616
Memotropil;Piracetamum;05909990873623
Memotropil;Piracetamum;05909990873630
Memotropil;Piracetamum;05909990873647
Memotropil;Piracetamum;05909990873753
Memotropil;Piracetamum;05909990873760
Memotropil;Piracetamum;05909990873715
Memotropil;Piracetamum;05909990873722
Memotropil;Piracetamum;05909990873739
Memotropil;Piracetamum;05909990873746
Claritine Allergy;Loratadinum;05909990874217
Claritine Allergy;Loratadinum;05909991360542
Oekolp forte;Estriolum;05909990874316
Oekolp forte;Estriolum;05909990874323
Oekolp forte;Estriolum;05909991426712
Valused;Valerianae radicis extractum siccum + Lupuli strobili extractum siccum + Passiflorae herbae extractum siccum;05909990874415
Valused;Valerianae radicis extractum siccum + Lupuli strobili extractum siccum + Passiflorae herbae extractum siccum;05909990874422
Rebif;Interferonum beta-1a;05909990728480
Cholinex;Cholini salicylas;05909990875016
Cholinex;Cholini salicylas;05909990875023
Cholinex;Cholini salicylas;05909990712670
Cholinex;Cholini salicylas;05909990712687
0,9% Sodium Chloride-BRAUN;Natrii chloridum;05909990875450
0,9% Sodium Chloride-BRAUN;Natrii chloridum;05909990875412
0,9% Sodium Chloride-BRAUN;Natrii chloridum;05909990875429
0,9% Sodium Chloride-BRAUN;Natrii chloridum;05909990875436
0,9% Sodium Chloride-BRAUN;Natrii chloridum;05909990875443
0,9% Sodium Chloride-BRAUN;Natrii chloridum;05909990875467
0,9% Sodium Chloride-BRAUN;Natrii chloridum;05909990875474
0,9% Sodium Chloride-BRAUN;Natrii chloridum;05909990336142
Reumaherb;Produkt ziołowy;05909990875511
Reumaherb;Produkt ziołowy;05909990875528
Reumaherb;Produkt ziołowy;05909990875535
Tavanic;Levofloxacinum;05909990876617
Gasprid;Cisapridum;05909990876815
Gasprid;Cisapridum;05909990876822
Glukoza 5 Braun;Glucosum;05909990877461
Glukoza 5 Braun;Glucosum;05909990877430
Glukoza 5 Braun;Glucosum;05909990877423
Glukoza 5 Braun;Glucosum;05909990877447
Glukoza 5 Braun;Glucosum;05909990877454
Glukoza 5 Braun;Glucosum;05909990877416
Sedam 3;Bromazepamum;05909990877713
Sedam 6;Bromazepamum;05909990877812
Singulair 4;Montelukastum;05909990878017
Singulair 4;Montelukastum;05909990878024
Singulair 4;Montelukastum;05909990878031
Singulair 4;Montelukastum;05909990878048
Singulair 4;Montelukastum;05909990650200
Tribux Bio;Trimebutini maleas;05909990878222
Tribux Bio;Trimebutini maleas;05909990878239
Tribux Bio;Trimebutini maleas;05909990878215
Tribux Bio;Trimebutini maleas;05907695215069
Vitaminum A 2000 + D3 400 Hasco;Retinoli palmitas + Cholecalciferolum;05909990879212
Vitaminum A 2000 + D3 400 Hasco;Retinoli palmitas + Cholecalciferolum;05909990879229
Ascorgem;Acidum ascorbicum;05909990879311
Ascorgem;Acidum ascorbicum;05909990879328
